X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
39.7823,15.1794,199,,Eritrea,2020/12/15 05:26:38+00,15.1794,39.7823,711,564,0,147,,,Eritrea
25.0136,58.5953,200,,Estonia,2020/12/15 05:26:38+00,58.5953,25.0136,18385,11121,154,7110,,,Estonia
31.4659,-26.5225,201,,Eswatini,2020/12/15 05:26:38+00,-26.5225,31.4659,6825,6416,130,279,,,Eswatini
40.4897,9.145,202,,Ethiopia,2020/12/15 05:26:38+00,9.145,40.4897,117242,95225,1809,20208,,,Ethiopia
178.065,-17.7134,203,,Fiji,2020/12/15 05:26:38+00,-17.7134,178.065,46,38,2,6,,,Fiji
25.748151,61.92411,204,,Finland,2020/12/15 05:26:38+00,61.92411,25.748151,31110,20000,461,10649,,,Finland
2.2137,46.2276,205,,France,2020/12/15 05:26:38+00,46.2276,2.2137,2377112,154311,57924,2164822,,,France
-53.0,4.0,206,French Guiana,France,2020/12/15 05:26:38+00,4,-53,11855,9995,71,1789,,,"French Guiana, France"
-149.4068,-17.6797,207,French Polynesia,France,2020/12/15 05:26:38+00,-17.6797,-149.4068,15747,4842,96,10809,,,"French Polynesia, France"
-61.551,16.265,208,Guadeloupe,France,2020/12/15 05:26:38+00,16.265,-61.551,8472,2242,151,6079,,,"Guadeloupe, France"
-61.0242,14.6415,209,Martinique,France,2020/12/15 05:26:38+00,14.6415,-61.0242,5575,98,42,5435,,,"Martinique, France"
45.166244,-12.8275,210,Mayotte,France,2020/12/15 05:26:38+00,-12.8275,45.166244,5551,2964,52,2535,,,"Mayotte, France"
165.618042,-20.904305,211,New Caledonia,France,2020/12/15 05:26:38+00,-20.904305,165.618042,36,35,0,1,,,"New Caledonia, France"
55.5364,-21.1151,212,Reunion,France,2020/12/15 05:26:38+00,-21.1151,55.5364,8534,8037,42,455,,,"Reunion, France"
-62.8333,17.9,213,Saint Barthelemy,France,2020/12/15 05:26:38+00,17.9,-62.8333,162,127,1,34,,,"Saint Barthelemy, France"
-56.3159,46.8852,214,Saint Pierre and Miquelon,France,2020/12/15 05:26:38+00,46.8852,-56.3159,14,14,0,0,,,"Saint Pierre and Miquelon, France"
-63.0501,18.0708,215,St Martin,France,2020/12/15 05:26:38+00,18.0708,-63.0501,801,675,12,114,,,"St Martin, France"
11.6094,-0.8037,216,,Gabon,2020/12/15 05:26:38+00,-0.8037,11.6094,9351,9204,63,84,,,Gabon
-15.3101,13.4432,217,,Gambia,2020/12/15 05:26:38+00,13.4432,-15.3101,3782,3647,123,12,,,Gambia
43.3569,42.3154,218,,Georgia,2020/12/15 05:26:38+00,42.3154,43.3569,191063,161681,1839,27543,,,Georgia
9.3501,48.6616,219,Baden-Wurttemberg,Germany,2020/12/15 05:26:38+00,48.6616,9.3501,190418,138598,3524,48296,,,"Baden-Wurttemberg, Germany"
11.4979,48.7904,220,Bayern,Germany,2020/12/15 05:26:38+00,48.7904,11.4979,261306,197117,4936,59253,,,"Bayern, Germany"
13.405,52.52,221,Berlin,Germany,2020/12/15 05:26:38+00,52.52,13.405,79807,60703,846,18258,,,"Berlin, Germany"
12.5316,52.4125,222,Brandenburg,Germany,2020/12/15 05:26:38+00,52.4125,12.5316,29615,20864,581,8170,,,"Brandenburg, Germany"
8.8017,53.0793,223,Bremen,Germany,2020/12/15 05:26:38+00,53.0793,8.8017,11743,9934,159,1650,,,"Bremen, Germany"
9.9937,53.5511,224,Hamburg,Germany,2020/12/15 05:26:38+00,53.5511,9.9937,29715,22363,481,6871,,,"Hamburg, Germany"
9.1624,50.6521,225,Hessen,Germany,2020/12/15 05:26:38+00,50.6521,9.1624,109734,80864,1834,27036,,,"Hessen, Germany"
12.4296,53.6127,226,Mecklenburg-Vorpommern,Germany,2020/12/15 05:26:38+00,53.6127,12.4296,8316,6081,100,2135,,,"Mecklenburg-Vorpommern, Germany"
9.8451,52.6367,227,Niedersachsen,Germany,2020/12/15 05:26:38+00,52.6367,9.8451,86345,72332,1454,12559,,,"Niedersachsen, Germany"
7.6616,51.4332,228,Nordrhein-Westfalen,Germany,2020/12/15 05:26:38+00,51.4332,7.6616,322051,250551,4615,66885,,,"Nordrhein-Westfalen, Germany"
7.309,50.1183,229,Rheinland-Pfalz,Germany,2020/12/15 05:26:38+00,50.1183,7.309,57462,38903,888,17671,,,"Rheinland-Pfalz, Germany"
7.023,49.3964,230,Saarland,Germany,2020/12/15 05:26:38+00,49.3964,7.023,16282,13231,354,2697,,,"Saarland, Germany"
13.2017,51.1045,231,Sachsen,Germany,2020/12/15 05:26:38+00,51.1045,13.2017,89191,56000,1738,31453,,,"Sachsen, Germany"
11.6923,51.9503,232,Sachsen-Anhalt,Germany,2020/12/15 05:26:38+00,51.9503,11.6923,19016,12387,290,6339,,,"Sachsen-Anhalt, Germany"
9.6961,54.2194,233,Schleswig-Holstein,Germany,2020/12/15 05:26:38+00,54.2194,9.6961,18341,14118,295,3928,,,"Schleswig-Holstein, Germany"
10.8453,51.011,234,Thuringen,Germany,2020/12/15 05:26:38+00,51.011,10.8453,26936,18031,539,8366,,,"Thuringen, Germany"
,,235,Unknown,Germany,2020/12/15 05:26:38+00,,,983,0,0,983,,,"Unknown, Germany"
-1.0232,7.9465,236,,Ghana,2020/12/15 05:26:38+00,7.9465,-1.0232,53014,51761,327,926,,,Ghana
21.8243,39.0742,237,,Greece,2020/12/15 05:26:38+00,39.0742,21.8243,125173,23074,3687,98412,,,Greece
-61.679,12.1165,238,,Grenada,2020/12/15 05:26:38+00,12.1165,-61.679,69,41,0,28,,,Grenada
-90.2308,15.7835,239,,Guatemala,2020/12/15 05:26:38+00,15.7835,-90.2308,129405,118217,4445,6743,,,Guatemala
-9.6966,9.9456,240,,Guinea,2020/12/15 05:26:38+00,9.9456,-9.6966,13457,12713,80,664,,,Guinea
-15.1804,11.8037,241,,Guinea-Bissau,2020/12/15 05:26:38+00,11.8037,-15.1804,2444,2337,44,63,,,Guinea-Bissau
-58.93018,4.860416,242,,Guyana,2020/12/15 05:26:38+00,4.860416,-58.93018,5943,5077,156,710,,,Guyana
-72.2852,18.9712,243,,Haiti,2020/12/15 05:26:38+00,18.9712,-72.2852,9588,8280,234,1074,,,Haiti
12.4534,41.9029,244,,Holy See,2020/12/15 05:26:38+00,41.9029,12.4534,27,15,0,12,,,Holy See
-86.2419,15.2,245,,Honduras,2020/12/15 05:26:38+00,15.2,-86.2419,114642,51688,2989,59965,,,Honduras
19.5033,47.1625,246,,Hungary,2020/12/15 05:26:38+00,47.1625,19.5033,283870,82546,7130,194194,,,Hungary
-19.0208,64.9631,247,,Iceland,2020/12/15 05:26:38+00,64.9631,-19.0208,5564,5392,28,144,,,Iceland
92.968178,11.225999,248,Andaman and Nicobar Islands,India,2020/12/15 05:26:38+00,11.225999,92.968178,4834,4681,61,92,,,"Andaman and Nicobar Islands, India"
79.74,15.9129,249,Andhra Pradesh,India,2020/12/15 05:26:38+00,15.9129,79.74,875836,864049,7059,4728,,,"Andhra Pradesh, India"
96.384277,27.768456,250,Arunachal Pradesh,India,2020/12/15 05:26:38+00,27.768456,96.384277,16536,16243,55,238,,,"Arunachal Pradesh, India"
92.830441,26.357149,251,Assam,India,2020/12/15 05:26:38+00,26.357149,92.830441,214803,210299,1003,3501,,,"Assam, India"
85.60484,25.679658,252,Bihar,India,2020/12/15 05:26:38+00,25.679658,85.60484,242660,236247,1325,5088,,,"Bihar, India"
76.768278,30.733839,253,Chandigarh,India,2020/12/15 05:26:38+00,30.733839,76.768278,18714,17698,302,714,,,"Chandigarh, India"
82.035366,21.264705,254,Chhattisgarh,India,2020/12/15 05:26:38+00,21.264705,82.035366,258635,236588,3116,18931,,,"Chhattisgarh, India"
73.080901,20.194742,255,Dadra and Nagar Haveli and Daman and Diu,India,2020/12/15 05:26:38+00,20.194742,73.080901,3359,3338,2,19,,,"Dadra and Nagar Haveli and Daman and Diu, India"
77.10898,28.646519,256,Delhi,India,2020/12/15 05:26:38+00,28.646519,77.10898,608830,583509,10074,15247,,,"Delhi, India"
74.057396,15.359682,257,Goa,India,2020/12/15 05:26:38+00,15.359682,74.057396,49474,47737,707,1030,,,"Goa, India"
71.590923,22.694884,258,Gujarat,India,2020/12/15 05:26:38+00,22.694884,71.590923,228803,211603,4182,13018,,,"Gujarat, India"
76.332824,29.20004,259,Haryana,India,2020/12/15 05:26:38+00,29.20004,76.332824,253385,241544,2733,9108,,,"Haryana, India"
77.233081,31.927213,260,Himachal Pradesh,India,2020/12/15 05:26:38+00,31.927213,77.233081,49761,41990,823,6948,,,"Himachal Pradesh, India"
76.612638,33.75943,261,Jammu and Kashmir,India,2020/12/15 05:26:38+00,33.75943,76.612638,116254,109894,1802,4558,,,"Jammu and Kashmir, India"
85.557631,23.654536,262,Jharkhand,India,2020/12/15 05:26:38+00,23.654536,85.557631,111722,109141,1000,1581,,,"Jharkhand, India"
76.166436,14.70518,263,Karnataka,India,2020/12/15 05:26:38+00,14.70518,76.166436,902240,874202,11954,16084,,,"Karnataka, India"
76.405749,10.450898,264,Kerala,India,2020/12/15 05:26:38+00,10.450898,76.405749,672037,611600,2647,57790,,,"Kerala, India"
77.5771,34.1526,265,Ladakh,India,2020/12/15 05:26:38+00,34.1526,77.5771,9166,8429,123,614,,,"Ladakh, India"
72.1833326,13.6999972,266,Lakshadweep,India,2020/12/15 05:26:38+00,13.6999972,72.1833326,0,0,0,0,,,"Lakshadweep, India"
78.289633,23.541513,267,Madhya Pradesh,India,2020/12/15 05:26:38+00,23.541513,78.289633,224636,208421,3412,12803,,,"Madhya Pradesh, India"
76.108221,19.449759,268,Maharashtra,India,2020/12/15 05:26:38+00,19.449759,76.108221,1883365,1761615,48269,73481,,,"Maharashtra, India"
93.882541,24.738975,269,Manipur,India,2020/12/15 05:26:38+00,24.738975,93.882541,27209,24739,324,2146,,,"Manipur, India"
91.278882,25.536934,270,Meghalaya,India,2020/12/15 05:26:38+00,25.536934,91.278882,12941,12058,130,753,,,"Meghalaya, India"
92.83822,23.309381,271,Mizoram,India,2020/12/15 05:26:38+00,23.309381,92.83822,4049,3869,7,173,,,"Mizoram, India"
94.470302,26.06702,272,Nagaland,India,2020/12/15 05:26:38+00,26.06702,94.470302,11728,11066,69,593,,,"Nagaland, India"
84.418059,20.505428,273,Odisha,India,2020/12/15 05:26:38+00,20.505428,84.418059,324089,319458,1811,2820,,,"Odisha, India"
78.86498,11.882658,274,Puducherry,India,2020/12/15 05:26:38+00,11.882658,78.86498,37513,36586,620,307,,,"Puducherry, India"
75.40879,30.841465,275,Punjab,India,2020/12/15 05:26:38+00,30.841465,75.40879,160659,148680,5098,6881,,,"Punjab, India"
73.847973,26.583423,276,Rajasthan,India,2020/12/15 05:26:38+00,26.583423,73.847973,292539,273784,2555,16200,,,"Rajasthan, India"
88.472712,27.571671,277,Sikkim,India,2020/12/15 05:26:38+00,27.571671,88.472712,5340,4919,118,303,,,"Sikkim, India"
78.400624,11.006091,278,Tamil Nadu,India,2020/12/15 05:26:38+00,11.006091,78.400624,800029,778081,11909,10039,,,"Tamil Nadu, India"
79.0193,18.1124,279,Telangana,India,2020/12/15 05:26:38+00,18.1124,79.0193,278599,269828,1499,7272,,,"Telangana, India"
91.743565,23.746783,280,Tripura,India,2020/12/15 05:26:38+00,23.746783,91.743565,33057,32367,376,314,,,"Tripura, India"
,,281,Unknown,India,2020/12/15 05:26:38+00,,,0,0,0,0,,,"Unknown, India"
80.560982,26.925425,282,Uttar Pradesh,India,2020/12/15 05:26:38+00,26.925425,80.560982,566728,539727,8083,18918,,,"Uttar Pradesh, India"
79.197608,30.156447,283,Uttarakhand,India,2020/12/15 05:26:38+00,30.156447,79.197608,83006,75501,1361,6144,,,"Uttarakhand, India"
87.979803,23.814082,284,West Bengal,India,2020/12/15 05:26:38+00,23.814082,87.979803,523629,493145,9100,21384,,,"West Bengal, India"
113.9213,-0.7893,285,,Indonesia,2020/12/15 05:26:38+00,-0.7893,113.9213,623309,510957,18956,93396,,,Indonesia
53.688046,32.427908,286,,Iran,2020/12/15 05:26:38+00,32.427908,53.688046,1115770,823231,52447,240092,,,Iran
43.679291,33.223191,287,,Iraq,2020/12/15 05:26:38+00,33.223191,43.679291,575972,509474,12603,53895,,,Iraq
-7.6921,53.1424,288,,Ireland,2020/12/15 05:26:38+00,53.1424,-7.6921,76449,23364,2126,50959,,,Ireland
34.851612,31.046051,289,,Israel,2020/12/15 05:26:38+00,31.046051,34.851612,359506,338418,3004,18084,,,Israel
13.3984382300001,42.35122196,290,Abruzzo,Italy,2020/12/15 05:26:38+00,42.35122196,13.39843823,32275,16336,1057,14882,,,"Abruzzo, Italy"
15.8051483400001,40.63947052,291,Basilicata,Italy,2020/12/15 05:26:38+00,40.63947052,15.80514834,9491,3137,207,6147,,,"Basilicata, Italy"
16.5944019400001,38.9059759800001,292,Calabria,Italy,2020/12/15 05:26:38+00,38.90597598,16.59440194,19962,10244,396,9322,,,"Calabria, Italy"
14.2508498400001,40.83956555,293,Campania,Italy,2020/12/15 05:26:38+00,40.83956555,14.25084984,175053,80043,2340,92670,,,"Campania, Italy"
11.3417208,44.49436681,294,Emilia-Romagna,Italy,2020/12/15 05:26:38+00,44.49436681,11.3417208,146325,74694,6645,64986,,,"Emilia-Romagna, Italy"
13.7681364900001,45.6494354,295,Friuli Venezia Giulia,Italy,2020/12/15 05:26:38+00,45.6494354,13.76813649,40491,25156,1247,14088,,,"Friuli Venezia Giulia, Italy"
12.48366722,41.89277044,296,Lazio,Italy,2020/12/15 05:26:38+00,41.89277044,12.48366722,140991,52166,2976,85849,,,"Lazio, Italy"
8.9326992,44.4114931500001,297,Liguria,Italy,2020/12/15 05:26:38+00,44.41149315,8.9326992,55841,44887,2674,8280,,,"Liguria, Italy"
9.19034740400002,45.4667940900001,298,Lombardia,Italy,2020/12/15 05:26:38+00,45.46679409,9.190347404,444607,342409,23877,78321,,,"Lombardia, Italy"
13.5188753,43.6167597300001,299,Marche,Italy,2020/12/15 05:26:38+00,43.61675973,13.5188753,34972,20756,1414,12802,,,"Marche, Italy"
14.65916051,41.55774754,300,Molise,Italy,2020/12/15 05:26:38+00,41.55774754,14.65916051,5721,2862,163,2696,,,"Molise, Italy"
11.3566242200001,46.4993345300001,301,P.A. Bolzano,Italy,2020/12/15 05:26:38+00,46.49933453,11.35662422,26852,15591,649,10612,,,"P.A. Bolzano, Italy"
11.1212309700001,46.06893511,302,P.A. Trento,Italy,2020/12/15 05:26:38+00,46.06893511,11.12123097,18469,15134,781,2554,,,"P.A. Trento, Italy"
7.68068748300004,45.0732745,303,Piemonte,Italy,2020/12/15 05:26:38+00,45.0732745,7.680687483,186066,125594,7136,53336,,,"Piemonte, Italy"
16.86736689,41.1255957600001,304,Puglia,Italy,2020/12/15 05:26:38+00,41.12559576,16.86736689,73628,19638,1958,52032,,,"Puglia, Italy"
9.11061630600005,39.21531192,305,Sardegna,Italy,2020/12/15 05:26:38+00,39.21531192,9.110616306,26506,10557,588,15361,,,"Sardegna, Italy"
13.3623567,38.11569725,306,Sicilia,Italy,2020/12/15 05:26:38+00,38.11569725,13.3623567,79104,41264,1999,35841,,,"Sicilia, Italy"
11.2558888500001,43.76923077,307,Toscana,Italy,2020/12/15 05:26:38+00,43.76923077,11.25588885,112789,92117,3193,17479,,,"Toscana, Italy"
12.3882469800001,43.1067584100001,308,Umbria,Italy,2020/12/15 05:26:38+00,43.10675841,12.38824698,26239,20973,531,4735,,,"Umbria, Italy"
7.32014936600007,45.7375028600001,309,Valle d'Aosta,Italy,2020/12/15 05:26:38+00,45.73750286,7.320149366,6885,5944,353,588,,,"Valle d'Aosta, Italy"
12.3384521300001,45.4349048500001,310,Veneto,Italy,2020/12/15 05:26:38+00,45.43490485,12.33845213,193470,96115,4827,92528,,,"Veneto, Italy"
-77.2975,18.1096,311,,Jamaica,2020/12/15 05:26:38+00,18.1096,-77.2975,11792,8098,273,3421,,,Jamaica
137.211621,35.035551,312,Aichi,Japan,2020/12/15 05:26:38+00,35.035551,137.211621,12833,10251,129,2453,,,"Aichi, Japan"
140.408228,39.748679,313,Akita,Japan,2020/12/15 05:26:38+00,39.748679,140.408228,94,89,1,4,,,"Akita, Japan"
140.828896,40.781541,314,Aomori,Japan,2020/12/15 05:26:38+00,40.781541,140.828896,375,308,6,61,,,"Aomori, Japan"
140.198917,35.510141,315,Chiba,Japan,2020/12/15 05:26:38+00,35.510141,140.198917,8273,7100,96,1077,,,"Chiba, Japan"
132.856842,33.624835,316,Ehime,Japan,2020/12/15 05:26:38+00,33.624835,132.856842,360,293,9,58,,,"Ehime, Japan"
136.224654,35.846614,317,Fukui,Japan,2020/12/15 05:26:38+00,35.846614,136.224654,333,306,11,16,,,"Fukui, Japan"
130.666949,33.526032,318,Fukuoka,Japan,2020/12/15 05:26:38+00,33.526032,130.666949,6676,5863,109,704,,,"Fukuoka, Japan"
140.223295,37.378867,319,Fukushima,Japan,2020/12/15 05:26:38+00,37.378867,140.223295,630,500,9,121,,,"Fukushima, Japan"
137.055925,35.778671,320,Gifu,Japan,2020/12/15 05:26:38+00,35.778671,137.055925,1509,1133,21,355,,,"Gifu, Japan"
138.985605,36.504479,321,Gunma,Japan,2020/12/15 05:26:38+00,36.504479,138.985605,1683,1273,25,385,,,"Gunma, Japan"
132.788719,34.605309,322,Hiroshima,Japan,2020/12/15 05:26:38+00,34.605309,132.788719,1725,950,10,765,,,"Hiroshima, Japan"
142.552318,43.385711,323,Hokkaido,Japan,2020/12/15 05:26:38+00,43.385711,142.552318,11449,8637,317,2495,,,"Hokkaido, Japan"
134.828057,35.039913,324,Hyogo,Japan,2020/12/15 05:26:38+00,35.039913,134.828057,7424,6308,104,1012,,,"Hyogo, Japan"
140.319591,36.303588,325,Ibaraki,Japan,2020/12/15 05:26:38+00,36.303588,140.319591,2012,1670,32,310,,,"Ibaraki, Japan"
136.771027,36.769464,326,Ishikawa,Japan,2020/12/15 05:26:38+00,36.769464,136.771027,916,812,51,53,,,"Ishikawa, Japan"
141.361777,39.593287,327,Iwate,Japan,2020/12/15 05:26:38+00,39.593287,141.361777,306,180,10,116,,,"Iwate, Japan"
133.969047,34.217292,328,Kagawa,Japan,2020/12/15 05:26:38+00,34.217292,133.969047,200,149,3,48,,,"Kagawa, Japan"
130.430665,31.009484,329,Kagoshima,Japan,2020/12/15 05:26:38+00,31.009484,130.430665,837,640,15,182,,,"Kagoshima, Japan"
139.338983,35.415312,330,Kanagawa,Japan,2020/12/15 05:26:38+00,35.415312,139.338983,15202,13292,220,1690,,,"Kanagawa, Japan"
133.367307,33.422519,331,Kochi,Japan,2020/12/15 05:26:38+00,33.422519,133.367307,368,200,4,164,,,"Kochi, Japan"
130.745231,32.608154,332,Kumamoto,Japan,2020/12/15 05:26:38+00,32.608154,130.745231,1286,1030,14,242,,,"Kumamoto, Japan"
135.443341,35.253815,333,Kyoto,Japan,2020/12/15 05:26:38+00,35.253815,135.443341,3307,2644,40,623,,,"Kyoto, Japan"
136.376013,34.508018,334,Mie,Japan,2020/12/15 05:26:38+00,34.508018,136.376013,1071,853,11,207,,,"Mie, Japan"
140.927086,38.446859,335,Miyagi,Japan,2020/12/15 05:26:38+00,38.446859,140.927086,1544,1218,11,315,,,"Miyagi, Japan"
131.299374,32.193204,336,Miyazaki,Japan,2020/12/15 05:26:38+00,32.193204,131.299374,611,497,4,110,,,"Miyazaki, Japan"
138.045528,36.132134,337,Nagano,Japan,2020/12/15 05:26:38+00,36.132134,138.045528,976,750,6,220,,,"Nagano, Japan"
129.608033,33.235712,338,Nagasaki,Japan,2020/12/15 05:26:38+00,33.235712,129.608033,328,265,3,60,,,"Nagasaki, Japan"
135.871644,34.317451,339,Nara,Japan,2020/12/15 05:26:38+00,34.317451,135.871644,1487,1219,14,254,,,"Nara, Japan"
138.918647,37.521819,340,Niigata,Japan,2020/12/15 05:26:38+00,37.521819,138.918647,408,317,2,89,,,"Niigata, Japan"
131.43324,33.200697,341,Oita,Japan,2020/12/15 05:26:38+00,33.200697,131.43324,522,355,3,164,,,"Oita, Japan"
133.826252,34.89246,342,Okayama,Japan,2020/12/15 05:26:38+00,34.89246,133.826252,809,562,11,236,,,"Okayama, Japan"
126.668016,25.768923,343,Okinawa,Japan,2020/12/15 05:26:38+00,25.768923,126.668016,4829,4366,80,383,,,"Okinawa, Japan"
135.507481,34.620965,344,Osaka,Japan,2020/12/15 05:26:38+00,34.620965,135.507481,25115,19822,374,4919,,,"Osaka, Japan"
,,345,Port Quarantine,Japan,2020/12/15 05:26:38+00,,,1700,1541,1,158,,,"Port Quarantine, Japan"
130.115738,33.286977,346,Saga,Japan,2020/12/15 05:26:38+00,33.286977,130.115738,383,327,3,53,,,"Saga, Japan"
139.347635,35.997101,347,Saitama,Japan,2020/12/15 05:26:38+00,35.997101,139.347635,10557,8492,170,1895,,,"Saitama, Japan"
136.138064,35.215827,348,Shiga,Japan,2020/12/15 05:26:38+00,35.215827,136.138064,869,785,11,73,,,"Shiga, Japan"
132.554064,35.07076,349,Shimane,Japan,2020/12/15 05:26:38+00,35.07076,132.554064,168,152,0,16,,,"Shimane, Japan"
138.407784,34.916975,350,Shizuoka,Japan,2020/12/15 05:26:38+00,34.916975,138.407784,2209,1428,20,761,,,"Shizuoka, Japan"
139.819213,36.689912,351,Tochigi,Japan,2020/12/15 05:26:38+00,36.689912,139.819213,880,637,3,240,,,"Tochigi, Japan"
134.242091,33.919178,352,Tokushima,Japan,2020/12/15 05:26:38+00,33.919178,134.242091,187,174,10,3,,,"Tokushima, Japan"
139.446921,35.711343,353,Tokyo,Japan,2020/12/15 05:26:38+00,35.711343,139.446921,47579,41555,513,5511,,,"Tokyo, Japan"
133.863619,35.359069,354,Tottori,Japan,2020/12/15 05:26:38+00,35.359069,133.863619,68,57,0,11,,,"Tottori, Japan"
137.269346,36.637464,355,Toyama,Japan,2020/12/15 05:26:38+00,36.637464,137.269346,476,432,26,18,,,"Toyama, Japan"
,,356,Unknown,Japan,2020/12/15 05:26:38+00,,,8,8,0,0,,,"Unknown, Japan"
135.505446,33.911879,357,Wakayama,Japan,2020/12/15 05:26:38+00,33.911879,135.505446,557,472,7,78,,,"Wakayama, Japan"
140.102154,38.448396,358,Yamagata,Japan,2020/12/15 05:26:38+00,38.448396,140.102154,281,149,1,131,,,"Yamagata, Japan"
131.573293,34.20119,359,Yamaguchi,Japan,2020/12/15 05:26:38+00,34.20119,131.573293,437,382,2,53,,,"Yamaguchi, Japan"
138.611489,35.612364,360,Yamanashi,Japan,2020/12/15 05:26:38+00,35.612364,138.611489,454,348,8,98,,,"Yamanashi, Japan"
36.51,31.24,361,,Jordan,2020/12/15 05:26:38+00,31.24,36.51,262477,222654,3407,36416,,,Jordan
66.9237,48.0196,362,,Kazakhstan,2020/12/15 05:26:38+00,48.0196,66.9237,186960,158705,2554,25701,,,Kazakhstan
37.9062,-0.0236,363,,Kenya,2020/12/15 05:26:38+00,-0.0236,37.9062,92055,73452,1593,17010,,,Kenya
127.766922,35.907757,364,,"Korea, South",2020/12/15 05:26:38+00,35.907757,127.766922,44364,32559,600,11205,,,"Korea, South"
20.902977,42.602636,365,,Kosovo,2020/12/15 05:26:38+00,42.602636,20.902977,46909,34155,1203,11551,,,Kosovo
47.481766,29.31166,366,,Kuwait,2020/12/15 05:26:38+00,29.31166,47.481766,146449,142357,912,3180,,,Kuwait
74.766098,41.20438,367,,Kyrgyzstan,2020/12/15 05:26:38+00,41.20438,74.766098,77674,70450,1312,5912,,,Kyrgyzstan
102.495496,19.85627,368,,Laos,2020/12/15 05:26:38+00,19.85627,102.495496,41,34,0,7,,,Laos
24.6032,56.8796,369,,Latvia,2020/12/15 05:26:38+00,56.8796,24.6032,25885,16869,352,8664,,,Latvia
35.8623,33.8547,370,,Lebanon,2020/12/15 05:26:38+00,33.8547,35.8623,147613,103057,1210,43346,,,Lebanon
28.2336,-29.61,371,,Lesotho,2020/12/15 05:26:38+00,-29.61,28.2336,2277,1340,44,893,,,Lesotho
-9.429499,6.428055,372,,Liberia,2020/12/15 05:26:38+00,6.428055,-9.429499,1676,1358,83,235,,,Liberia
17.228331,26.3351,373,,Libya,2020/12/15 05:26:38+00,26.3351,17.228331,91357,61453,1314,28590,,,Libya
9.55,47.14,374,,Liechtenstein,2020/12/15 05:26:38+00,47.14,9.55,1566,1351,20,195,,,Liechtenstein
23.8813,55.1694,375,,Lithuania,2020/12/15 05:26:38+00,55.1694,23.8813,95021,38957,825,55239,,,Lithuania
6.1296,49.8153,376,,Luxembourg,2020/12/15 05:26:38+00,49.8153,6.1296,41900,33367,410,8123,,,Luxembourg
,,377,,MS Zaandam,2020/12/15 05:26:38+00,,,9,7,2,0,,,MS Zaandam
46.869107,-18.766947,378,,Madagascar,2020/12/15 05:26:38+00,-18.766947,46.869107,17587,16992,259,336,,,Madagascar
34.3015,-13.2543,379,,Malawi,2020/12/15 05:26:38+00,-13.2543,34.3015,6070,5491,187,392,,,Malawi
101.975766,4.210484,380,,Malaysia,2020/12/15 05:26:38+00,4.210484,101.975766,84846,70597,419,13830,,,Malaysia
73.2207,3.2028,381,,Maldives,2020/12/15 05:26:38+00,3.2028,73.2207,13379,12731,48,600,,,Maldives
-3.996166,17.570692,382,,Mali,2020/12/15 05:26:38+00,17.570692,-3.996166,5836,3630,201,2005,,,Mali
14.3754,35.9375,383,,Malta,2020/12/15 05:26:38+00,35.9375,14.3754,11254,9319,174,1761,,,Malta
171.1845,7.1315,384,,Marshall Islands,2020/12/15 05:26:38+00,7.1315,171.1845,4,4,0,0,,,Marshall Islands
-10.9408,21.0079,385,,Mauritania,2020/12/15 05:26:38+00,21.0079,-10.9408,11135,8118,228,2789,,,Mauritania
57.552152,-20.348404,386,,Mauritius,2020/12/15 05:26:38+00,-20.348404,57.552152,523,489,10,24,,,Mauritius
-102.2916,21.8853,387,Aguascalientes,Mexico,2020/12/15 05:26:38+00,21.8853,-102.2916,15683,0,1218,14465,,,"Aguascalientes, Mexico"
-115.2838,30.8406,388,Baja California,Mexico,2020/12/15 05:26:38+00,30.8406,-115.2838,29942,0,4783,25159,,,"Baja California, Mexico"
-111.6661,26.0444,389,Baja California Sur,Mexico,2020/12/15 05:26:38+00,26.0444,-111.6661,15809,0,709,15100,,,"Baja California Sur, Mexico"
-90.5349,19.8301,390,Campeche,Mexico,2020/12/15 05:26:38+00,19.8301,-90.5349,6993,0,946,6047,,,"Campeche, Mexico"
-93.1292,16.7569,391,Chiapas,Mexico,2020/12/15 05:26:38+00,16.7569,-93.1292,7963,0,1177,6786,,,"Chiapas, Mexico"
-106.0691,28.633,392,Chihuahua,Mexico,2020/12/15 05:26:38+00,28.633,-106.0691,33669,0,4086,29583,,,"Chihuahua, Mexico"
-99.1332,19.4326,393,Ciudad de Mexico,Mexico,2020/12/15 05:26:38+00,19.4326,-99.1332,264330,0,14733,249597,,,"Ciudad de Mexico, Mexico"
-101.7068,27.0587,394,Coahuila,Mexico,2020/12/15 05:26:38+00,27.0587,-101.7068,45280,0,3755,41525,,,"Coahuila, Mexico"
-104.0072,19.1223,395,Colima,Mexico,2020/12/15 05:26:38+00,19.1223,-104.0072,7534,0,773,6761,,,"Colima, Mexico"
-104.6588,24.5593,396,Durango,Mexico,2020/12/15 05:26:38+00,24.5593,-104.6588,23301,0,1390,21911,,,"Durango, Mexico"
-101.2574,21.019,397,Guanajuato,Mexico,2020/12/15 05:26:38+00,21.019,-101.2574,72849,0,4563,68286,,,"Guanajuato, Mexico"
-99.5451,17.4392,398,Guerrero,Mexico,2020/12/15 05:26:38+00,17.4392,-99.5451,24723,0,2581,22142,,,"Guerrero, Mexico"
